Filename,Benchmark_Satisfiability,Post_Transform_Satisfiability,Pre_Transform_Solving_Time,Post_Transform_Solving_Time,Post_Transform_Solving_Time_second
smt8233570541221801360.smt2,unsat,unsat,0.0474622249603271,0.3730461597442627,0.0576808452606201
smt5438568486190973361.smt2,unsat,unsat,0.0456569194793701,0.3744699954986572,0.4429991245269775
swap_t3_pp_sf_ai_00003_006.cvc.smt2,unsat,unsat,0.0803918838500976,0.4560308456420898,0.395392894744873
smt3580158146100843999.smt2,unsat,unsat,0.08305025100708,0.3724241256713867,0.2267460823059082
storecomm_t1_pp_nf_ni_00040_004.cvc.smt2,unsat,unsat,0.0170230865478515,0.3685190677642822,0.1676831245422363
smt5994810375074922742.smt2,unsat,unsat,0.0560183525085449,0.6253640651702881,0.164802074432373
smt5469619136922200125.smt2,unsat,unsat,0.2443470954895019,0.4177007675170898,0.0842041969299316
swap_t1_pp_nf_ai_00006_009.cvc.smt2,unsat,unsat,0.1725380420684814,0.585723876953125,0.2822539806365967
smt8591958557635707797.smt2,unsat,unsat,0.2662789821624756,0.2977368831634521,0.1287453174591064
storecomm_invalid_t3_pp_nf_ni_00040_002.cvc.smt2,sat,sat,0.2048077583312988,0.2138168811798095,0.0820398330688476
swap_t3_pp_nf_ai_00010_007.cvc.smt2,unsat,unsat,13.944292306900024,8.125289916992188,10.99617314338684
smt676738985188385144.smt2,sat,sat,0.1001648902893066,0.3520779609680176,0.2970201969146728
smt1162898569824201421.smt2,sat,sat,0.1370790004730224,1.0453810691833496,0.2345800399780273
smt1026703085055728276.smt2,sat,sat,0.0813047885894775,0.5658750534057617,0.1060543060302734
storecomm_invalid_t1_pp_nf_ni_00010_003.cvc.smt2,sat,sat,0.0904319286346435,0.5681958198547363,0.0649380683898925
smt6614798558121277247.smt2,sat,sat,0.0757100582122802,0.717181921005249,0.0885097980499267
swap_invalid_t1_pp_sf_ai_00005_005.cvc.smt2,sat,sat,0.1701471805572509,0.8055629730224609,0.1535758972167968
storecomm_invalid_t3_np_nf_ni_00030_002.cvc.smt2,sat,sat,0.0219728946685791,0.4412882328033447,0.1073579788208007
smt4885496405062058007.smt2,sat,sat,0.158088207244873,0.6403770446777344,0.0576369762420654
swap_invalid_t1_pp_nf_ai_00003_006.cvc.smt2,sat,sat,0.0867681503295898,0.4437150955200195,0.0388219356536865
smt2621433222940787538.smt2,sat,sat,0.0813298225402832,0.8703901767730713,0.0252361297607421
swap_t3_pp_nf_ai_00009_008.cvc.smt2,unsat,unsat,7.838664293289185,6.69994330406189,4.759845972061157
swap_invalid_t1_pp_nf_ai_00004_007.cvc.smt2,sat,sat,0.0889892578125,0.2063570022583007,0.0333659648895263
storecomm_invalid_t3_pp_nf_ai_00010_006.cvc.smt2,sat,sat,0.1246478557586669,0.3033699989318847,0.0826401710510253
smt8579077759948482627.smt2,sat,sat,0.0222809314727783,0.2424447536468505,0.237156867980957
storecomm_invalid_t3_pp_sf_ai_00010_004.cvc.smt2,sat,sat,0.0873479843139648,0.3308987617492676,0.100370168685913
smt5695631438254231329.smt2,sat,sat,0.0350861549377441,0.1189291477203369,0.0519399642944335
storecomm_invalid_t3_pp_nf_ni_00060_001.cvc.smt2,sat,sat,0.1487238407135009,0.4676530361175537,0.1265070438385009
swap_invalid_t1_pp_nf_ai_00002_006.cvc.smt2,sat,sat,0.0359199047088623,0.5530931949615479,0.1089880466461181
storecomm_invalid_t1_pp_nf_ni_00020_003.cvc.smt2,sat,sat,0.0485010147094726,0.3601670265197754,0.1389350891113281
smt4955949051970003181.smt2,sat,sat,0.0735008716583252,0.4837570190429687,0.0439109802246093
smt8247715440196289156.smt2,sat,sat,0.0840380191802978,0.5222041606903076,0.0202689170837402
swap_t1_pp_nf_ai_00009_006.cvc.smt2,unsat,unsat,27.168359994888306,20.255929231643677,13.990043878555298
smt2180380275580545420.smt2,sat,sat,0.095613956451416,0.0903449058532714,0.4239850044250488
storecomm_invalid_t1_pp_nf_ni_00020_007.cvc.smt2,sat,sat,0.0387330055236816,0.2099380493164062,0.2428951263427734
smt672151100080778092.smt2,sat,sat,0.0287318229675292,0.418424129486084,0.1122801303863525
swap_invalid_t1_pp_sf_ai_00007_005.cvc.smt2,sat,sat,0.1036319732666015,0.731560230255127,0.1303639411926269
storecomm_invalid_t1_pp_nf_ni_00040_009.cvc.smt2,sat,sat,0.1975438594818115,0.6805319786071777,0.090649127960205
smt793638039879708422.smt2,sat,sat,0.1646168231964111,0.2459211349487304,0.1317250728607177
swap_invalid_t3_pp_nf_ai_00009_006.cvc.smt2,sat,sat,3.0954442024230957,0.9752531051635742,0.7440030574798584
smt2468388263826893998.smt2,sat,sat,0.0814638137817382,0.3276779651641845,0.1402223110198974
smt4507590573018277494.smt2,sat,sat,0.1022062301635742,0.1872961521148681,0.0231449604034423
fb_var_27_8.smt2,sat,sat,0.1070997714996337,0.2606379985809326,0.0377681255340576
storecomm_invalid_t3_np_nf_ni_00040_001.cvc.smt2,sat,sat,0.141650915145874,0.3413140773773193,0.243279218673706
smt5369852344916049416.smt2,sat,sat,0.0690720081329345,0.2275140285491943,0.161247968673706
swap_invalid_t1_pp_nf_ai_00008_004.cvc.smt2,sat,sat,0.0477209091186523,0.7709887027740479,0.9271612167358398
swap_t3_pp_nf_ai_00010_003.cvc.smt2,unsat,unsat,38.05761504173279,12.717570066452026,11.484616041183472
swap_invalid_t1_pp_nf_ai_00009_003.cvc.smt2,sat,sat,0.1150529384613037,0.8016891479492188,0.9397540092468262
swap_invalid_t3_pp_nf_ai_00010_002.cvc.smt2,sat,sat,0.1450700759887695,3.4131152629852295,2.870284080505371
